@RELATION clus01 (copy)_18_01_06_11_35
@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE class        {0.0}
@DATA
0.15406245,-0.7115416,0.22085513,-0.69685525,0.0
0.07238999,0.47356066,-0.44306618,-1.5601227,0.0
-1.8655348,-0.10789184,-1.0667387,0.21122527,0.0
-1.2315425,-1.3571125,-0.89538074,-0.46047485,0.0
0.46160036,0.34206784,1.5806324,0.8643217,0.0
-1.2613579,-1.3501384,-1.1188966,0.14571798,0.0
-0.021130875,-0.8354053,-0.38928157,-1.1869962,0.0
1.29584,-2.4096773,1.0828311,-1.7812449,0.0
-0.057382233,-1.481449,0.5260922,-1.262073,0.0
-0.9478433,-0.28205752,0.8494083,-0.5813306,0.0
-1.0511751,-1.5535396,-0.28884393,-1.2823658,0.0
-1.1922506,-1.320053,-1.4823782,-0.6726169,0.0
0.9723114,1.4770505,1.0198228,1.0208293,0.0
0.67260915,1.2425528,0.9671556,1.3339286,0.0
-0.38902295,-1.6763097,-1.0555719,-1.2103262,0.0
1.79855,-0.79489386,1.409865,-2.1699326,0.0
1.5593476,-0.995708,0.6093067,-0.3039349,0.0
-1.0916481,-0.21023215,-1.6130897,-1.5640597,0.0
-0.030647842,-0.48623466,0.5977787,-1.2350451,0.0
-1.1254758,-1.0770038,-0.095557764,-1.5244203,0.0
1.3754724,-2.169803,0.41314667,-1.84886,0.0
0.9334126,-1.9884529,1.1158441,-0.32370225,0.0
0.52254766,-0.19335595,0.66076,-0.89960766,0.0
-0.1977807,-2.9862545,-1.0116272,-1.0740731,0.0
0.43409577,-2.1378446,-1.3897451,-0.9771528,0.0
-0.92058074,-0.86991364,-0.35608995,-0.28675374,0.0
0.24039464,0.42221263,3.064366,1.8712757,0.0
1.6222914,0.21136257,1.3779657,-1.300994,0.0
0.36404824,-0.5771248,-0.13202032,-0.7575811,0.0
-1.087622,-0.4071825,-1.080657,-1.26946,0.0
0.42068684,1.0603007,0.24950269,-1.0449454,0.0
-0.853326,-1.7641376,-0.8363064,-0.2751896,0.0
1.0809177,-1.0208366,1.2251092,-0.91844434,0.0
-0.3955939,-1.0108942,-3.0679743,-1.449209,0.0
-0.77296185,-1.3729079,-0.4122353,-1.9502623,0.0
1.0224029,0.4726075,1.3219805,0.52559924,0.0
2.0002005,-0.031892493,0.5898506,1.2303747,0.0
-0.8996014,-0.38993293,-1.8758394,-2.0727627,0.0
0.5744873,0.6226141,0.61621183,1.5833337,0.0
-1.9383421,-1.2238784,-0.898983,-2.2835941,0.0
-0.66381764,-1.7385753,-0.42405206,-1.6738557,0.0
-0.17597052,-0.9042773,-2.6129484,-1.2527064,0.0
-1.8359307,-1.7088511,-2.354801,-1.3844112,0.0
-1.4419818,-0.96323156,-1.5291655,-0.7476908,0.0
1.3595201,0.6271094,0.18105821,-1.0105835,0.0
-0.927999,-0.89546067,-1.9877398,-0.43779168,0.0
-0.49530214,-1.3816304,1.0490891,-1.6960485,0.0
-1.4060115,-1.809491,-0.40494448,-0.7076235,0.0
-0.53838414,-1.5627639,-0.78485805,-1.1734267,0.0
-0.92795783,-2.6198308,0.17140932,-0.6907773,0.0
-0.13661575,-1.0053823,-1.2715131,-0.085749455,0.0
1.405343,-0.67303634,1.9120499,-1.4655223,0.0
0.5754476,1.3191329,0.6786368,0.51377976,0.0
-1.6160084,-0.8115733,-1.151051,-1.824433,0.0
-0.653706,-0.73159546,-1.286516,-0.29585284,0.0
2.620261,-0.30708563,1.4803821,-0.12890111,0.0
1.9860337,-1.0880224,1.469889,-0.47778323,0.0
-0.9763967,-0.8119845,-1.7803755,-0.16216233,0.0
-1.0405354,-1.5145818,-1.1301471,-2.1195762,0.0
0.6378981,1.9865432,2.6092286,0.746013,0.0
0.5795529,0.7958144,0.5788054,2.2965946,0.0
-1.4139763,0.088638976,-1.7801726,-2.2174437,0.0
1.8322394,1.4958127,1.2460138,1.7491052,0.0
-1.7892473,-0.2104637,-0.8918544,-1.2355868,0.0
1.1449976,-1.1674912,2.034685,-2.0376778,0.0
1.3623613,0.49197933,1.1307367,0.47123194,0.0
0.6946159,-0.26631826,0.25203547,-0.75821006,0.0
1.547491,0.44637042,0.45410293,1.7573893,0.0
0.95219964,-1.1843965,0.78841144,-0.628393,0.0
0.22369595,-0.2719567,-1.5178398,-1.9342275,0.0
0.8232023,0.12655178,2.1426878,-0.0010989646,0.0
0.41763157,0.5532021,0.42923707,0.25363556,0.0
1.3154224,-0.30887145,0.1867513,0.80180275,0.0
1.0419528,1.1941638,1.952461,0.08382572,0.0
-1.1551198,-2.0086873,-0.32882857,-0.2106196,0.0
1.0505744,-1.3935137,0.004559052,-0.84947765,0.0
0.77259946,-0.39825845,0.31258634,-1.4807127,0.0
-0.35033658,-2.2393367,-1.4046794,-1.180606,0.0
0.29027283,1.059981,0.35220277,1.1787686,0.0
1.3476999,0.903215,1.453382,2.0661209,0.0
0.9490243,-0.41339016,0.9295129,-1.6624197,0.0
-0.4710339,-1.1553218,-1.9448411,0.23771851,0.0
-1.961382,-0.6360685,0.3081725,-0.7062061,0.0
1.242697,2.7580895,-0.2880544,0.9774036,0.0
1.436468,0.2637918,0.16142942,-1.2985998,0.0
0.67428267,0.92583615,2.8510404,-0.05207923,0.0
1.5358063,0.034404207,1.1718491,-1.1786311,0.0
2.1708007,1.2933133,0.5064917,0.96096164,0.0
-1.2949498,-0.5650573,-0.33629993,-1.2141681,0.0
0.7771893,-1.3791345,0.93908936,-1.408186,0.0
-1.3914146,-1.3222147,-0.27882522,-1.2660258,0.0
0.54214704,-0.28144303,1.3578418,1.961561,0.0
-0.97776836,-0.9470285,-1.3026066,-0.109099686,0.0
0.44125575,-0.2870238,0.09734995,-1.2111058,0.0
-0.7261535,-0.59275275,-1.0113562,-0.19021635,0.0
-1.1619107,-1.4034938,0.029724283,-1.4896467,0.0
0.7210883,-1.3126501,1.4285889,-2.091605,0.0
1.4776372,-0.3373961,1.4228362,-1.2870206,0.0
-0.6806254,-3.1312597,-0.28485534,0.005457624,0.0
0.43009272,-1.8156414,-0.022211704,-0.86844075,0.0
1.1869352,1.6227416,1.0575988,1.7458363,0.0
0.5936336,1.4120048,2.1689332,1.27627,0.0
-1.0279261,-1.9829677,-1.0939262,-0.63644886,0.0
0.2969635,-0.9112227,0.74356085,-0.87626654,0.0
2.5155392,1.833384,1.1488018,1.7188904,0.0
0.5610644,-0.15474777,0.43033046,-0.8736723,0.0
0.83609265,0.83610415,2.105449,1.5372043,0.0
1.477324,2.292695,1.4087497,0.7484955,0.0
0.7396995,0.49007687,1.2236673,2.157532,0.0
1.8927735,0.8937999,1.3733515,1.587628,0.0
0.62815,1.3387136,0.22839549,1.4769516,0.0
0.37504873,1.3595301,1.0242996,-0.37795296,0.0
0.9248885,1.3134018,-0.09961331,0.21126278,0.0
0.41970348,0.60787326,1.5231055,1.4272592,0.0
0.834821,1.52093,1.2950822,1.1867728,0.0
1.0611502,-1.5115691,1.1717042,-1.8697506,0.0
2.0335782,1.966064,0.56210613,1.2770624,0.0
0.04318491,0.84266424,0.18092088,-0.2613863,0.0
0.7304847,1.2680923,1.09888,-0.49139655,0.0
1.1837521,-1.5489147,0.67047143,-0.2151683,0.0
0.7761067,1.1062306,0.41539997,2.462677,0.0
1.8667982,1.0148901,1.2161831,2.1915505,0.0
-0.62136406,-0.3866816,-1.4678416,-1.042753,0.0
1.7292073,1.408481,0.90933794,1.4059001,0.0
-1.6367829,-0.46834996,-1.4317428,-1.9435971,0.0
-1.2206864,-0.8123647,-0.49937794,-1.035783,0.0
-2.6690147,-0.4783944,-0.9060835,-0.70016056,0.0
1.0124825,-0.9737032,0.15812995,-1.6930096,0.0
1.6854818,-1.1747589,1.1452796,-1.94275,0.0
0.2131147,-0.928221,-0.18109536,-0.4181522,0.0
-0.19314633,-1.8521826,-0.6724347,-1.8191965,0.0
0.9653734,-1.1762451,0.853252,-0.57405585,0.0
-0.03507126,-0.9189228,-0.72727686,-2.5542948,0.0
0.69196886,1.0915184,2.0088913,-0.0051035057,0.0
-1.3389218,-1.6763724,-1.122765,-0.6559461,0.0
0.68970245,0.3806381,0.8789378,2.198196,0.0
1.3458211,1.1824716,0.6147864,0.52986366,0.0
1.9263387,-1.0231476,1.1545893,-1.0299771,0.0
1.1629508,0.4702652,-0.5329452,1.8362145,0.0
0.8148396,-0.40270364,1.4447926,0.13251913,0.0
1.7466723,1.818507,1.9675113,1.4540969,0.0
-0.3711483,-0.21265629,-1.3588122,-0.52175134,0.0
0.741506,1.100372,-0.24336466,1.286057,0.0
1.4635181,-2.0490448,1.8359501,-0.089228556,0.0
1.8044913,0.5077765,0.97550803,2.2395604,0.0
-0.3657713,1.1005116,-0.27258545,1.5317986,0.0
1.3082478,-1.364678,0.26469365,-0.40771708,0.0
1.1857537,0.5920689,-0.70717204,0.9060046,0.0
0.34444553,0.5325543,1.2045349,0.86886966,0.0
1.3242444,0.043003537,1.593722,0.13723367,0.0
-1.6915061,-0.49387345,-0.94014066,-2.200996,0.0
1.6660849,0.2851863,1.3314303,0.8126512,0.0
0.30802226,-0.9756347,-1.5615395,-1.8030117,0.0
0.075836755,2.282021,1.8256081,0.67157704,0.0
-1.899071,0.033115406,-0.65598816,-1.1603568,0.0
0.87903064,-1.7903451,0.9533793,-2.5570688,0.0
1.2668712,-1.0284244,0.9326514,-0.8187487,0.0
-1.6450157,-1.3957751,-0.82980573,-1.3291423,0.0
0.92987907,-0.8495518,0.67818105,-1.2373618,0.0
1.9906431,0.28927094,0.8982554,-0.75682175,0.0
0.44046783,-2.006888,-1.3606197,-1.0885632,0.0
1.0508764,0.7119548,0.9375361,0.9737005,0.0
-2.2383351,-0.7432775,-1.2687123,-0.85840374,0.0
-1.4259458,-1.7055075,-0.8223839,-2.2551534,0.0
0.99747825,0.18914472,2.052379,1.6141536,0.0
1.2405328,-0.2341281,1.2268587,0.7304424,0.0
0.6718604,-0.17102034,-0.49402118,-0.9217406,0.0
-0.22115599,-1.0497842,-0.9400837,-1.194861,0.0
-0.51989955,-2.5076115,-0.6871128,-1.44701,0.0
-2.6601615,0.42944875,-0.793304,-1.5435494,0.0
0.38272706,-1.4138509,2.0836058,-1.4399099,0.0
0.85670495,-1.2705464,0.4304348,-1.5387665,0.0
1.3676186,-2.671972,0.41596326,-1.4837381,0.0
0.21703357,-0.55000114,0.054096717,-1.2100902,0.0
1.5777915,1.5694567,1.9138352,1.0147027,0.0
1.1607008,-1.5070546,3.3644378,-0.63899624,0.0
1.4591305,1.1363153,0.98690385,0.72803706,0.0
1.3696252,-1.5379049,1.0343664,-1.9461952,0.0
0.16461298,-0.7863298,-0.5888258,-0.010068898,0.0
0.6620795,0.33266997,1.0858692,2.137275,0.0
-1.7644991,-1.1775732,-1.2416153,-0.65752184,0.0
1.3811219,-1.7661461,0.90180707,-1.2348611,0.0
-1.4253525,-1.0961177,-0.32954586,-0.8546777,0.0
0.016482389,-0.9900955,-1.417488,-1.2094272,0.0
1.1350033,0.062895425,1.294188,-0.08652612,0.0
1.6279464,1.8924125,1.4560654,0.20362003,0.0
1.3735867,0.045066837,0.7262827,0.035637233,0.0
1.1280402,-2.2976127,1.3235079,-1.0764352,0.0
0.47790742,-1.6023958,-1.2261297,-1.2570659,0.0
1.1765364,-2.379216,-0.54203933,-1.1543962,0.0
-0.9914435,-1.8376659,-1.1858923,-0.040928703,0.0
-0.45735058,2.1875196,1.1477122,0.9323008,0.0
-1.7389476,-1.24758,-1.8627019,-0.33327663,0.0
-0.061663784,-1.2444834,2.131565,-1.4615269,0.0
0.61893207,1.0776458,0.1943045,1.2629886,0.0
1.37124,-0.78685546,0.25973973,-0.5636604,0.0
1.4187205,-1.682873,1.5375564,-1.3684736,0.0
1.2282931,0.1242205,1.6468189,0.8705685,0.0
1.0283661,-0.46717817,0.9155499,-1.2449198,0.0
1.2028424,2.4527805,1.6097873,0.77178353,0.0
-0.15656987,-0.32313034,1.3812371,-0.68539655,0.0
-1.4178263,-2.1721287,-1.0763164,-0.9759373,0.0
-1.4805771,-0.18563676,-0.2518454,-1.9001998,0.0
-1.5196705,-1.081198,0.3285211,-1.0796688,0.0
-0.73375446,-0.649237,2.0635355,-0.91833675,0.0
1.0097505,0.98311245,1.1386594,0.8989477,0.0
0.27943996,0.0531308,-0.06565143,1.7788819,0.0
-0.33899593,0.24410634,1.3386887,-1.0296323,0.0
1.7394019,-0.7217306,1.0093943,-1.0092982,0.0
2.292646,0.25094065,-0.06786762,0.51566434,0.0
0.71144545,1.6394316,1.376341,1.2997304,0.0
2.0594149,1.4415681,0.28306922,2.297865,0.0
0.123037376,-1.199566,-0.9029484,-1.7602884,0.0
1.8349146,0.11949229,1.5119662,1.4132954,0.0
-0.8968914,-1.4763458,-0.5695388,-0.64322186,0.0
1.8311702,2.8126945,1.4057432,1.2280574,0.0
-1.4581735,-2.4346602,-0.7385264,0.018804139,0.0
0.6812603,-1.2477013,2.515865,-0.26176557,0.0
1.3473394,0.6252783,1.3580498,2.3546078,0.0
1.3496913,-0.38089028,1.201705,-0.74880636,0.0
-0.36652657,-1.1580647,0.0055006635,-1.4927415,0.0
-0.48829955,-0.6230955,-0.49898604,0.67605335,0.0
0.748162,0.07176662,0.7105744,1.1821964,0.0
-2.0763094,-1.1014332,-1.3121606,-0.9208017,0.0
-1.006502,-0.7851133,0.2693854,-1.2400151,0.0
1.1908435,-0.7604421,0.23092444,-0.96880126,0.0
0.8589559,0.99543506,1.4191561,1.4678383,0.0
-0.9232999,-1.2915069,-0.9986162,0.073011346,0.0
-1.9510018,-1.7558154,-2.4152591,-1.0708965,0.0
0.94224054,-2.1936452,0.41561908,-0.764379,0.0
-1.6047859,-1.0885729,-1.637227,-0.51338434,0.0
0.61782664,-1.9447547,1.9941294,-0.58552027,0.0
1.2663642,-0.51650935,1.0998819,0.1225913,0.0
1.0553335,-1.2017093,1.1281091,-1.6940689,0.0
-0.6772576,-1.4752862,0.6635979,-2.3124244,0.0
-0.9250598,-1.2416028,-0.5184469,-1.4290882,0.0
-0.42435467,-1.5858862,-0.613625,-1.2408686,0.0
1.2860252,0.7845341,0.41298994,0.37932336,0.0
0.77276623,-0.83358777,1.0721548,-0.98321396,0.0
1.2948731,-0.40721205,1.3740431,-2.2378907,0.0
1.9959236,1.6483508,1.6757783,1.8652915,0.0
1.3194492,-1.2569523,0.37239012,-0.59858674,0.0
1.4470621,1.7406828,1.2573339,1.1036626,0.0
1.0339651,0.41833493,1.1893197,0.9648333,0.0
-1.1498474,-0.73441625,-0.5166691,-0.8140681,0.0
-1.2833568,-0.20703672,0.11817811,-0.54871714,0.0
1.1455023,-0.9071816,-0.122251794,-2.2704186,0.0
0.9653754,1.4723736,0.21409458,1.2676868,0.0
0.88017446,-1.0462787,-0.19645847,-0.72581136,0.0
1.282611,0.9830631,0.3674087,1.2270515,0.0
1.0425497,0.3484001,1.0568941,-0.17480959,0.0
2.0259542,0.8419566,1.0472697,0.0026762697,0.0
0.53931844,0.7873918,0.05789035,0.42651948,0.0
1.1302651,-0.092620306,1.1564666,-2.0387855,0.0
0.7741241,0.8244169,1.9297359,1.389361,0.0
2.3679101,0.6459773,0.25876468,2.0371644,0.0
1.5390351,0.05430307,0.692805,-1.797343,0.0
-0.52086866,1.5931952,0.62527025,0.9366267,0.0
1.2615573,-1.183803,1.8969684,-2.3227925,0.0
1.3407894,0.17406772,1.6968687,-1.0570192,0.0
-0.09351009,-0.61904573,-0.407938,-0.6401562,0.0
1.7066302,0.408541,-0.049311172,0.93570864,0.0
-0.27939162,-1.2358266,-1.592504,-0.35202944,0.0
0.16741167,2.149871,0.3695655,1.4468744,0.0
0.6578054,0.2162678,1.0986204,-0.23790756,0.0
0.8010685,0.097454056,1.4519186,-0.50722474,0.0
1.6671876,1.3591598,1.507567,1.3613248,0.0
-0.33408564,-0.63117146,-1.1336106,-1.138737,0.0
0.39958677,-1.2693545,1.3890195,0.43786472,0.0
1.6966174,-0.3438428,1.581113,-0.73901045,0.0
1.0050249,-0.46053436,1.1123427,2.5487716,0.0
2.2815206,-0.65476304,0.3221649,-0.8261862,0.0
0.94268805,-0.60542846,0.8119255,-0.7566285,0.0
1.4310398,1.8427191,0.9023876,0.6848675,0.0
1.6476973,-0.88194406,1.47345,-1.026381,0.0
0.13315135,-0.7089214,-1.8518277,-0.04563644,0.0
0.4538606,1.9314024,0.16224794,1.6255884,0.0
1.1901052,0.106276,0.24326043,1.737207,0.0
0.8503608,-1.7023113,0.7486079,-1.9103152,0.0
1.9213233,-1.1389984,-0.4429838,-0.69874614,0.0
1.7331223,1.818713,0.83942646,0.9695661,0.0
2.067162,-1.3114625,2.120752,-0.3757116,0.0
1.0395575,-1.0874451,0.84936255,-0.19962132,0.0
0.77988935,-0.07214984,0.8834601,-1.6798329,0.0
-1.002851,-1.0288818,-0.47517815,-2.410431,0.0
1.968195,-1.4761066,1.1272469,-0.7939067,0.0
1.3635426,2.0729172,0.9238679,1.2811983,0.0
1.4087181,-0.101126716,-0.055058073,-1.3897026,0.0
1.0712519,-0.78555673,1.0648394,-0.12999621,0.0
1.1067681,-2.0860763,2.550031,-1.9433964,0.0
1.0003695,1.4208447,-0.010698372,-0.6073267,0.0
0.5321493,-1.97617,0.97197396,0.07310878,0.0
0.87884974,1.0109054,0.23260744,-0.008035618,0.0
-0.18354061,-0.62831706,-2.5247478,-1.3706269,0.0
